unique_id,gender,age,height,weight
113,male,1381,181,64.0
114,male,1385,185,75.0
115,female,1386,160,62.0
116,male,1391,146,45.0
117,female,1385,162,45.0
118,female,1370,160,66.0
119,male,1365,165,98.0
120,male,1376,175,83.0
121,male,1378,180,77.0
122,female,1357,160,65.0
123,male,1387,175,73.0
124,male,1382,185,60.0
125,female,1357,165,65.0
126,male,1379,175,63.0
127,male,1375,170,85.0
128,male,1390,165,39.0
129,male,1378,180,58.0
130,female,1357,162,92.0
131,male,1379,179,66.0
132,male,1362,174,85.0
133,male,1390,160,46.0
134,female,1370,150,54.0
135,male,1357,178,93.0
136,male,1375,130,50.0
137,female,1371,157,88.0
138,male,1386,187,65.0
139,female,1380,164,80.0
140,female,1366,166,89.0
141,female,1355,180,70.0
142,male,1375,149,36.0
143,male,1359,175,75.0
144,male,1375,175,75.0
145,male,1376,190,117.0
146,male,1387,190,95.0
147,male,1380,182,110.0
148,female,1378,175,58.0
149,male,1370,175,62.0
150,male,1378,173,70.0
151,male,1375,50,60.0
152,female,1378,175,80.0
153,male,1382,180,50.0
154,female,1383,171,68.0
155,male,1388,163,41.0
156,female,1389,154,44.0
157,male,1368,176,80.0
158,male,1387,173,63.0
159,male,1389,164,40.0
160,male,1388,0,60.0
161,male,1384,180,57.0
162,male,1380,175,74.0
163,male,1384,185,92.0
164,male,1380,172,185.0
165,male,1375,180,90.0
166,female,1365,166,72.0
167,male,1388,175,60.0
168,male,1366,170,85.0
169,male,1381,179,68.0
170,male,1383,174,65.0
171,male,1367,180,80.0
172,male,1364,165,66.0
173,male,1385,173,55.0
174,male,1385,170,62.0
175,male,1388,30,60.0
176,male,1380,176,72.0
177,male,1384,186,105.0
178,male,1374,190,75.0
179,female,1390,161,37.0
180,male,1386,182,60.0
181,male,1359,170,94.0
182,male,1371,195,98.0
183,male,1387,175,65.0
184,male,1375,185,65.0
185,male,1381,176,96.0
186,male,1380,180,71.0
187,male,1387,160,58.0
188,male,1389,165,55.0
189,male,1380,160,50.0
190,male,1372,42,190.0
191,female,1382,160,46.0
192,male,1390,155,60.0
193,male,1375,178,84.0
194,male,1375,163,36.0
195,male,1375,190,105.0
196,male,1391,155,55.0
197,male,1382,178,76.0
198,female,1387,138,38.0
199,male,1386,147,38.0
200,female,1385,165,57.0
201,male,1379,150,42.0
202,male,1386,154,44.0
203,male,1369,180,97.0
204,male,1362,180,75.0
205,male,1388,160,62.0
206,male,1383,180,63.0
207,male,1379,190,75.0
208,male,1365,155,56.0
209,male,1377,172,75.0
210,male,1352,176,92.0
211,female,1384,164,50.0
212,male,1390,148,40.0
213,female,1390,152,43.0
214,male,1367,180,80.0
215,male,1386,188,75.0
216,female,1352,152,58.0
217,female,1381,165,70.0
218,female,1388,169,106.0
219,male,1374,186,104.0
220,male,1391,155,42.0
221,male,1385,185,85.0
222,male,1384,170,70.0
223,male,1368,183,95.0
224,male,1363,175,151.0
225,male,1368,184,95.0
226,female,1362,157,79.0
227,male,1371,182,95.0
228,male,1382,185,62.0
229,male,1375,180,60.0
230,female,1383,163,65.0
231,male,1387,178,70.0
232,male,1386,152,47.0
233,male,1377,180,82.0
234,male,1361,167,66.0
235,male,1353,183,115.0
236,male,1385,175,60.0
237,male,1354,183,98.0
238,male,1391,159,46.0
239,male,1375,172,82.0
240,male,1390,145,42.0
241,male,1375,192,110.0
242,female,1380,164,64.0
243,male,1382,183,113.0
244,male,1388,160,50.0
245,male,1375,175,70.0
246,male,1380,186,64.0
247,male,1373,175,75.0
248,male,1373,185,125.0
249,male,1381,168,68.0
250,male,1375,183,76.0
251,female,1378,170,67.0
252,male,1377,160,95.0
253,male,1385,175,75.0
254,male,1391,142,35.0
255,male,1363,185,80.0
256,female,1380,164,74.0
257,male,1391,134,42.6
258,male,1385,173,55.0
259,female,1369,160,73.0
260,male,1380,180,85.0
261,male,1387,154,51.0
262,female,1370,156,60.0
263,male,1381,173,90.0
264,male,1388,173,65.0
265,male,1381,185,85.0
266,male,1391,152,38.0
267,male,1384,180,63.0
268,male,1385,175,60.0
269,female,1362,160,75.0
270,male,1385,176,52.0
271,male,1362,180,97.0
272,male,1391,120,30.0
273,female,1381,167,70.0
274,female,1375,163,64.0
275,male,1384,182,99.0
276,female,1362,164,63.0
277,female,1376,160,43.0
278,female,1386,163,76.0
279,male,1368,170,82.0
280,male,1389,168,45.0
281,female,1384,165,67.0
282,male,1388,171,58.0
283,male,1388,154,64.0
284,male,1363,165,90.0
285,male,1388,153,45.0
286,male,1398,175,62.0
287,female,1353,159,96.0
288,female,1372,172,115.0
289,unknown,1377,180,55.0
290,male,1374,171,73.0
291,male,1369,175,96.0
292,male,1381,40,55.0
293,female,1377,154,78.0
294,female,1364,110,65.0
295,male,1376,180,79.0
296,male,1389,175,56.0
297,male,1387,165,47.0
298,female,1379,165,90.0
299,male,1361,180,85.0
300,female,1365,165,70.0
301,male,1389,148,40.0
302,male,1372,181,73.0
303,male,1372,180,82.0
304,female,1369,168,90.0
305,male,1386,186,93.4
306,male,1381,178,75.0
307,male,1385,175,80.0
308,male,1381,178,56.0
309,female,1369,167,85.0
310,male,1376,180,60.0
311,male,1383,170,51.0
312,male,1387,175,70.0
313,male,1376,175,95.0
314,male,1375,180,110.0
315,female,1384,166,61.0
316,male,1390,170,51.0
317,female,1384,168,56.0
318,male,1376,160,70.0
319,male,1390,36,30.0
320,male,1387,180,73.0
321,female,1355,156,86.0
322,male,1388,170,48.0
323,male,1362,180,72.0
324,male,1389,150,27.0
325,female,1386,168,75.0
326,male,1386,169,51.0
327,female,1363,159,99.0
328,male,1387,169,50.0
329,male,1391,135,35.0
330,male,1386,177,52.0
331,male,1375,185,85.0
332,male,1376,171,96.0
333,male,1389,175,45.0
334,female,1382,171,71.0
335,male,1378,178,60.0
336,male,1389,162,63.0
337,female,1379,167,75.0
338,male,1377,179,92.0
339,male,1381,178,100.0
340,male,1379,170,60.0
341,female,1353,155,55.0
342,female,1362,157,73.0
343,male,1387,187,89.0
344,female,1376,158,63.0
345,female,1379,159,93.3
346,female,1380,160,80.0
347,female,1384,160,63.0
348,male,1386,175,53.0
349,male,1394,140,37.7
350,male,1364,186,79.0
351,male,1390,133,32.0
352,female,1371,168,106.0
353,female,1382,158,50.0
354,male,1367,180,82.0
355,male,1391,130,30.0
356,male,1378,190,65.0
357,male,1368,172,86.0
358,male,1388,170,90.0
359,male,1375,170,64.0
360,male,1357,180,82.0
361,female,1380,168,71.0
362,female,1375,160,63.0
363,male,1383,189,89.0
364,male,1382,172,77.0
365,male,1383,181,62.0
366,male,1377,170,57.0
367,female,1371,160,71.0
368,female,1375,168,57.0
369,male,1390,168,42.3
370,male,1388,152,33.0
371,male,1387,172,78.0
372,male,1389,160,40.0
373,male,1385,170,54.0
374,male,1378,188,75.0
375,female,1377,156,54.0
376,male,1368,178,90.0
377,male,1388,57,46.0
378,male,1380,180,170.0
379,male,1388,155,40.0
380,male,1391,150,40.0
381,male,1380,170,50.0
382,male,1386,65,26.0
383,male,1388,175,50.0
384,female,1362,158,69.0
385,female,1365,56,71.0
386,male,1369,170,84.0
387,male,1353,190,102.0
388,male,1369,168,69.0
389,male,1385,160,62.0
390,female,1386,160,50.0
391,male,1388,173,85.0
392,male,1380,171,58.0
393,male,1389,160,65.0
394,male,1361,191,125.0
395,male,1384,170,60.0
396,male,1382,185,70.0
397,female,1379,165,74.0
398,female,1383,160,50.0
399,male,1375,170,56.0
400,male,1381,172,55.0
401,male,1349,168,75.0
402,male,1377,175,79.0
403,female,1375,163,75.0
404,male,1388,159,43.0
405,male,1386,174,65.0
406,male,1382,182,78.0
407,male,1370,180,89.0
408,male,1388,156,56.0
409,male,1381,140,71.0
410,female,1384,164,49.0
411,male,1382,169,63.0
412,male,1388,170,50.0
413,female,1361,178,76.0
414,male,1378,170,60.0
415,male,1374,170,65.0
416,female,1354,160,66.0
417,male,1386,175,45.0
418,male,1373,175,104.0
419,female,1353,155,95.0
420,male,1390,160,60.0
421,male,1362,180,70.0
422,female,1373,165,57.0
423,male,1365,168,75.0
424,male,1363,170,65.0
425,male,1348,170,83.0
426,male,1388,165,65.0
427,male,1388,149,56.0
428,male,1386,187,74.0
429,male,1390,154,36.0
430,male,1377,183,70.0
431,male,1369,180,60.0
432,male,1382,175,70.0
433,male,1387,156,58.0
434,male,1390,150,60.0
435,male,1365,190,100.0
436,male,1388,166,65.0
437,female,1383,160,53.0
438,male,1369,174,65.0
439,male,1391,139,40.0
440,male,1380,151,62.0
441,male,1379,185,75.0
442,male,1383,180,65.0
443,male,1382,173,75.0
444,female,1362,165,78.0
445,male,1386,171,49.0
446,male,1378,171,115.0
447,female,1362,157,73.0
448,male,1386,180,63.0
449,male,1320,99,1.2
450,male,1386,184,95.0
451,male,1351,170,85.0
452,male,1387,180,50.0
453,male,1389,150,40.0
454,female,1351,162,81.0
455,male,1389,135,31.0
456,male,1389,165,56.0
457,female,1370,168,118.0
458,male,1381,180,83.0
459,male,1381,182,84.0
460,female,1376,160,71.0
461,male,1376,179,90.0
462,male,1375,181,99.0
463,male,1364,197,105.0
464,male,1381,180,85.0
465,male,1373,180,110.0
466,male,1390,144,35.0
467,male,1379,151,41.0
468,male,1367,178,99.0
469,male,1377,186,84.0
470,male,1383,178,100.0
471,male,1361,180,70.0
472,female,1366,165,75.0
473,male,1385,181,50.0
474,female,1359,168,77.0
475,female,1369,154,47.0
476,female,1379,163,61.0
477,male,1368,183,83.0
478,female,1383,159,59.0
479,male,1377,176,54.0
480,male,1387,178,58.0
481,male,1382,182,50.0
482,male,1386,180,50.0
483,female,1368,170,110.0
484,male,1387,165,48.0
485,male,1357,170,70.1
486,male,1389,150,40.0
487,female,1387,175,90.0
488,male,1382,182,67.0
489,male,1375,153,37.0
490,male,1375,185,80.0
491,male,1387,156,40.0
492,male,1359,175,64.0
493,male,1384,165,48.0
494,male,1375,175,78.0
495,male,1380,190,75.0
496,male,1390,160,43.0
497,male,1388,25,45.0
498,male,1383,160,59.0
499,male,1375,188,97.0
500,male,1383,190,75.0
501,male,1387,170,50.0
502,male,1389,150,4500.0
503,male,1392,150,30.0
504,female,1369,160,82.0
505,male,1385,180,56.0
506,male,1368,182,60.0
507,male,1386,185,68.0
508,female,1380,166,65.0
509,female,1348,150,69.0
510,male,1374,176,63.0
511,male,1377,178,78.0
512,male,1358,175,105.0
513,male,1370,179,95.0
514,male,1384,174,83.0
515,male,1379,190,70.0
516,male,1387,176,56.0
517,male,1379,181,75.0
518,female,1366,175,87.0
519,male,1375,176,90.0
520,male,1379,172,75.0
521,female,1375,158,53.0
522,male,1383,160,75.0
523,male,1382,185,50.0
524,male,1379,176,55.0
525,female,1365,171,58.0
526,female,1367,170,75.0
527,male,1385,183,47.0
528,male,1366,173,58.0
529,male,1387,170,69.0
530,male,1391,135,40.0
531,male,1369,185,83.0
532,male,1366,176,80.0
533,male,1390,165,39.0
534,male,1387,120,20.0
535,female,1368,169,67.0
536,male,1384,185,74.0
537,male,1380,175,86.0
538,female,1356,158,70.0
539,male,1386,187,60.0
540,male,1387,162,45.0
541,male,1388,156,49.0
542,male,1386,186,61.0
543,male,1389,140,37.0
544,male,1376,200,60.0
545,male,1382,184,70.0
546,female,1371,164,70.0
547,male,1375,175,70.5
548,female,1389,189,35.0
549,male,1385,189,61.0
550,male,1380,174,98.0
551,male,1389,168,26.0
552,male,1386,185,68.0
553,male,1384,182,52.0
554,male,1354,168,70.0
555,male,1356,170,95.0
556,male,1389,180,48.0
557,male,1364,178,62.0
558,female,1375,162,45.0
559,male,1382,180,55.0
560,male,1372,183,56.0
561,male,1386,185,110.0
562,female,1374,160,64.0
563,male,1366,170,65.0
564,male,1384,184,75.0
565,male,1369,180,85.0
566,female,1386,157,42.0
567,male,1356,175,68.0
568,male,1371,174,85.0
569,male,1389,8,25.0
570,male,1383,173,78.0
571,male,1387,175,50.0
572,male,1382,180,75.0
573,male,1390,125,31.0
574,female,1354,158,75.0
575,male,1388,179,53.0
576,unknown,1401,2,9.0
577,male,1387,180,60.0
578,male,1388,178,50.0
579,male,1375,2,9.0
580,male,1381,180,75.0
581,male,1371,175,65.0
582,male,1388,170,60.0
583,male,1389,176,66.0
584,male,1387,173,55.0
585,male,1388,170,47.0
586,male,1381,169,74.0
587,male,1386,176,45.0
588,male,1388,158,45.0
589,male,1365,178,88.0
590,female,1360,160,65.0
591,male,1384,120,65.0
592,male,1370,172,62.0
593,male,1387,173,60.0
594,male,1379,176,64.2
595,male,1365,166,80.0
596,male,1375,200,58.0
597,male,1361,166,73.0
598,male,1368,160,60.0
599,female,1355,145,75.0
600,male,1388,149,40.0
601,male,1364,165,70.0
602,male,1388,169,58.0
603,male,1387,175,60.0
604,male,1370,183,96.0
605,female,1380,168,60.0
606,male,1384,172,58.0
607,male,1388,165,50.0
608,male,1388,179,84.0
609,male,1374,165,53.0
610,male,1359,170,82.0
611,male,1381,185,70.0
612,male,1378,185,69.0
613,male,1384,170,60.0
614,male,1383,160,70.0
615,male,1383,160,0.7
616,male,1375,175,55.0
617,female,1383,170,67.0
618,female,1377,158,50.0
619,male,1350,181,73.0
620,female,1375,160,47.0
621,male,1390,145,48.0
622,male,1377,179,82.0
623,male,1401,111,88.0
624,male,1390,165,45.0
625,male,1376,170,64.0
626,female,1362,170,50.0
627,female,1381,165,67.0
628,male,1389,172,62.3
629,male,1380,180,70.0
630,male,1387,167,50.0
631,male,1371,189,105.0
632,male,1389,160,41.0
633,male,1386,180,70.0
634,male,1388,188,56.0
635,male,1344,160,60.0
636,male,1385,170,63.0
637,male,1383,184,99.0
638,male,1375,185,115.0
639,male,1387,158,56.0
640,male,1383,186,77.0
641,male,1370,190,105.0
642,male,1390,150,40.0
643,male,1389,150,50.0
644,male,1384,178,88.0
645,male,1374,181,62.0
646,male,1384,173,60.0
647,male,1384,187,62.0
648,female,1380,164,51.0
649,female,1378,165,55.0
650,male,1365,175,75.0
651,female,1381,162,45.0
652,male,1375,178,50.0
653,male,1367,170,70.0
654,male,1385,168,61.0
655,male,1381,173,68.0
656,male,1367,170,90.0
657,male,1375,175,65.0
658,male,1362,175,99.0
659,male,1380,173,95.0
660,female,1385,165,50.0
661,female,1365,170,70.0
662,male,1378,175,73.0
663,male,1389,163,45.0
664,male,1388,160,45.0
665,female,1385,155,115.0
666,male,1359,178,85.0
667,male,1382,165,60.0
668,male,1387,167,4800.0
669,male,1370,175,74.0
670,male,1375,174,60.0
671,female,1353,153,72.0
672,male,1385,177,60.0
673,male,1386,172,55.0
674,male,1379,162,67.0
675,male,1366,179,68.0
676,male,1352,168,80.0
677,male,1387,150,40.0
678,male,1384,168,55.0
679,male,1391,130,31.0
680,female,1360,160,79.0
681,male,1380,185,60.0
682,male,1390,145,52.0
683,male,1364,174,74.0
684,male,1379,160,60.0
685,male,1375,195,20.0
686,female,1376,155,70.0
687,male,1388,10,65.0
688,female,1364,163,67.0
689,male,1386,160,50.0
690,male,1387,157,110.0
691,male,1392,75,30.0
692,male,1375,152,50.0
693,male,1389,150,42.0
694,female,1381,165,50.0
695,male,1351,163,50.0
696,male,1353,170,63.0
697,male,1391,151,30.0
698,male,1379,180,90.0
699,male,1385,189,43.0
700,male,1375,195,70.0
701,male,1375,175,75.0
702,female,1356,160,80.0
703,male,1375,140,60.0
704,male,1372,180,102.0
705,male,1380,170,66.0
706,male,1374,170,75.0
707,male,1365,175,55.0
708,male,1387,170,55.0
709,male,1390,160,44.0
710,female,1386,164,40.0
711,male,1367,178,80.0
712,male,1386,170,43.0
713,male,1372,174,74.0
714,male,1375,170,68.0
715,male,1383,182,52.0
716,male,1355,183,75.0
717,male,1382,160,72.0
718,male,1382,178,58.0
719,male,1388,164,50.0
720,female,1376,169,92.0
721,male,1385,180,70.0
722,male,1361,168,67.0
723,male,1357,163,79.0
724,male,1373,180,76.0
725,male,1376,175,65.0
726,male,1389,170,73.0
727,male,1386,170,53.0
728,male,1382,170,65.0
729,male,1374,175,80.0
730,male,1386,172,60.0
731,male,1375,178,65.0
732,male,1379,170,55.0
733,male,1389,185,40.0
734,male,1391,150,53.0
735,male,1389,143,50.0
736,female,1375,175,50.0
737,male,1383,150,83.0
738,male,1380,185,86.0
739,female,1379,160,45.0
740,male,1384,170,75.0
741,male,1364,178,70.0
742,male,1381,195,85.0
743,male,1377,180,120.0
744,male,1365,184,68.0
745,male,1383,177,85.0
746,male,1390,180,70.0
747,male,1388,175,70.0
748,male,1371,185,93.0
749,male,1360,178,67.0
750,male,1360,190,90.0
751,male,1388,185,75.0
752,male,1373,192,122.0
753,male,1389,147,49.0
754,male,1388,155,55.0
755,male,1390,152,40.0
756,male,1373,168,85.0
757,male,1389,168,50.0
758,male,1389,160,32.0
759,female,1359,160,69.0
760,male,1350,178,75.0
761,male,1365,177,100.0
762,male,1362,168,101.0
763,male,1345,165,72.0
764,male,1390,163,69.0
765,female,1383,138,32.0
766,female,1354,168,42.0
767,male,1387,165,80.0
768,male,1385,170,70.0
769,male,1355,176,75.0
770,male,1387,164,47.0
771,male,1382,178,59.0
772,female,1367,165,45.0
773,male,1368,180,55.0
774,male,1385,185,70.0
775,male,1394,135,24.0
776,male,1361,183,91.0
777,male,1384,190,90.0
778,male,1373,173,89.0
779,female,1387,165,42.0
780,male,1386,169,65.0
781,female,1361,160,64.0
782,male,1367,170,70.0
783,male,1388,163,53.0
784,male,1374,182,85.0
785,male,1385,170,45.0
786,male,1389,175,55.0
787,female,1368,156,72.0
788,male,1388,164,40.0
789,male,1389,150,41.0
790,male,1390,138,31.0
791,male,1371,170,90.0
792,male,1382,179,61.0
793,male,1388,153,52.0
794,male,1389,164,41.0
795,male,1360,185,85.0
796,male,1383,158,49.0
797,male,1388,132,56.0
798,male,1390,150,45.0
799,female,1366,157,55.0
800,male,1379,150,60.0
801,male,1373,173,68.0
802,male,1368,184,97.0
803,male,1380,175,50.0
804,male,1376,185,83.0
805,male,1386,174,66.0
806,male,1353,120,115.0
807,female,1383,157,43.0
808,male,1389,125,25.0
809,male,1357,165,75.0
810,male,1384,178,68.0
811,male,1388,148,36.0
812,female,1363,171,89.0
813,male,1387,170,40.0
814,male,1388,164,53.0
815,male,1388,160,60.0
816,male,1389,178,74.0
817,female,1379,160,55.0
818,male,1371,168,58.0
819,male,1378,164,54.0
820,male,1385,186,70.0
821,male,1387,120,35.0
822,female,1385,170,45.0
823,male,1389,185,40.0
824,male,1359,170,70.0
825,male,1385,189,85.0
826,female,1374,159,75.0
827,male,1390,160,45.0
828,female,1386,161,56.0
829,male,1373,170,55.0
830,male,1389,150,4500.0
831,female,1377,166,66.0
832,female,1375,158,62.0
833,male,1375,185,70.0
834,male,1375,165,55.0
835,female,1375,250,190.0
836,male,1388,142,45.0
837,male,1360,165,75.0
838,male,1376,175,95.0
839,male,1359,172,86.0
840,male,1384,184,71.0
841,male,1375,193,115.0
842,male,1386,169,54.0
843,male,1379,186,74.0
844,male,1387,176,50.0
845,male,1389,156,37.0
846,male,1375,178,60.0
847,male,1390,150,46.0
848,male,1388,185,39.0
849,female,1344,158,75.0
850,male,1387,170,90.0
851,male,1389,152,5555.0
852,male,1388,0,42.0
853,female,1375,132,30.0
854,male,1391,140,30.0
855,male,1391,155,43.0
856,male,1391,160,50.0
857,male,1373,173,68.0
858,male,1357,182,101.0
859,male,1354,185,95.0
860,male,1384,170,58.0
861,male,1365,186,100.0
862,male,1375,196,80.0
863,male,1385,160,45.0
864,female,1380,158,60.0
865,male,1359,185,90.0
866,male,1365,172,82.0
867,male,1352,174,52.0
868,male,1381,180,70.0
869,male,1382,10,26.0
870,male,1366,180,75.0
871,female,1377,167,70.0
872,male,1383,163,94.0
873,male,1375,180,50.0
874,male,1389,155,49.0
875,male,1386,180,50.0
876,male,1379,174,64.0
877,male,1387,171,58.0
878,male,1387,190,45.0
879,male,1384,192,76.0
880,male,1371,173,80.0
881,male,1380,175,50.0
882,male,1385,170,65.0
883,female,1380,170,60.0
884,male,1387,150,50.0
885,female,1377,159,55.0
886,female,1369,160,54.0
887,female,1377,159,70.0
888,male,1390,160,55.0
889,male,1367,171,56.0
890,male,1386,170,90.0
891,male,1375,192,125.0
892,female,1381,154,57.0
893,male,1390,156,39.0
894,female,1375,170,68.0
895,male,1394,140,40.0
896,male,1387,170,60.0
897,male,1379,170,60.0
898,male,1385,165,32.0
899,female,1386,146,46.0
900,male,1389,170,63.0
901,female,1366,158,62.0
902,male,1385,160,52.0
903,male,1375,180,55.0
904,male,1390,155,52.0
905,male,1386,173,50.0
906,male,1377,180,69.0
907,male,1371,169,64.0
908,male,1380,180,77.0
909,male,1386,190,65.0
910,male,1375,10,1.0
911,male,1375,185,85.0
912,male,1388,135,35.0
913,female,1391,100,39.0
914,male,1372,190,73.0
915,male,1378,173,84.0
916,male,1360,170,68.0
917,female,1386,170,60.0
918,male,1384,175,69.0
919,male,1389,165,38.0
920,female,1359,175,50.0
921,male,1381,1,60.0
922,female,1379,164,51.0
923,female,1380,159,52.0
924,male,1368,176,75.0
925,male,1376,170,82.0
926,male,1386,178,80.0
927,male,1392,170,67.0
928,male,1387,180,49.0
929,male,1387,170,65.0
930,male,1362,185,85.0
931,male,1387,170,52.0
932,male,1388,180,58.0
933,male,1391,160,45.0
934,male,1388,145,40.0
935,male,1382,180,65.0
936,male,1365,182,92.0
937,male,1382,170,80.0
938,male,1382,185,68.0
939,male,1386,170,48.0
940,male,1367,175,80.0
941,male,1388,170,72.0
942,male,1385,173,53.0
943,male,1390,170,48.0
944,male,1387,185,58.0
945,male,1389,138,80.0
946,male,1384,180,60.0
947,female,1384,167,86.0
948,male,1384,178,76.0
949,male,1389,160,50.0
950,female,1389,180,70.0
951,male,1383,185,108.0
952,female,1370,168,80.0
953,male,1378,176,52.0
954,male,1386,175,52.0
955,male,1388,178,45.0
956,male,1384,175,68.0
957,male,1382,186,60.0
958,male,1384,169,53.0
959,male,1388,165,60.0
960,male,1375,165,70.0
961,male,1385,180,58.0
962,male,1385,183,74.0
963,male,1391,139,51.0
964,female,1377,170,50.0
965,male,1387,175,50.0
966,male,1385,180,50.0
967,male,1387,170,69.0
968,male,1387,185,49.0
969,female,1372,150,55.0
970,male,1388,167,46.0
971,male,1382,180,60.0
972,male,1386,185,86.0
973,female,1374,171,97.0
974,female,1380,162,54.6
975,male,1367,170,85.0
976,female,1374,187,70.0
977,male,1349,172,69.0
978,male,1390,58,28.0
979,male,1375,160,55.0
980,male,1387,165,62.0
981,male,1390,145,35.0
982,male,1375,189,56.0
983,male,1378,175,80.0
984,male,1387,170,65.0
985,male,1374,196,108.0
986,female,1380,168,55.0
987,male,1380,180,70.0
988,male,1385,170,50.0
989,male,1383,178,83.0
990,male,1375,180,75.0
991,male,1385,187,60.0
992,female,1388,150,48.0
993,male,1387,180,58.0
994,male,1367,180,75.0
995,male,1387,186,76.0
996,male,1389,150,37.0
997,male,1380,160,66.0
998,male,1369,173,78.0
999,male,1369,201,85.0
1000,male,1384,170,88.0
1001,male,1392,155,35.0
1002,male,1370,190,105.0
1003,male,1381,171,59.0
1004,female,1360,160,67.0
1005,male,1353,170,83.0
1006,male,1387,165,68.0
1007,male,1388,180,59.0
1008,male,1391,160,37.0
1009,male,1390,12,150.0
1010,male,1385,171,36.0
1011,male,1386,180,40.0
1012,male,1383,170,61.0
1013,male,1381,180,86.0
1014,male,1401,1,1.0
1015,male,1388,160,50.0
1016,male,1378,178,62.0
1017,male,1348,180,80.0
1018,male,1388,140,40.0
1019,male,1388,165,52.0
1020,male,1374,168,84.0
1021,male,1387,147,45.0
1022,male,1377,160,78.0
1023,male,1373,180,79.0
1024,male,1377,170,105.0
1025,female,1375,162,48.0
1026,female,1387,161,47.0
1027,male,1386,175,45.0
1028,male,1390,1,40.0
1029,male,1367,190,89.0
1030,male,1388,169,65.0
1031,male,1389,150,42.0
1032,male,1376,176,70.0
1033,male,1380,177,79.0
1034,male,1386,160,63.0
1035,male,1389,147,36.0
1036,male,1386,160,90.0
1037,male,1386,173,50.0
1038,male,1386,175,98.0
1039,male,1357,170,80.0
1040,male,1366,156,50.0
1041,male,1382,179,65.0
1042,female,1356,155,70.0
1043,male,1385,172,48.0
1044,male,1375,167,62.0
1045,male,1390,150,35.0
1046,male,1387,175,75.0
1047,male,1388,155,42.0
1048,male,1380,175,68.0
1049,female,1387,159,60.0
1050,male,1387,160,51.0
1051,male,1390,156,45.0
1052,female,1372,165,109.0
1053,female,1381,169,95.0
1054,male,1386,185,59.0
1055,male,1386,170,48.0
1056,male,1360,170,70.0
1057,male,1383,175,60.0
1058,male,1390,130,46.0
1059,male,1388,186,56.0
1060,male,1386,168,75.0
1061,male,1378,181,85.0
1062,male,1382,172,71.0
1063,male,1389,145,50.0
1064,female,1390,142,40.0
1065,male,1388,153,60.0
1066,male,1363,176,70.0
1067,male,1373,14,50.0
1068,male,1354,175,103.0
